dataset,image,question_index,question_type,question_text,correct_answer,model_answer,is_correct,raw_output
MVTec-AD,MVTec-AD/tile/test/crack/012.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/crack/012.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/crack/012.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/012.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/crack/013.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/crack/013.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/crack/013.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/013.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/013.png,5,Defect Analysis,There is a defect in the object. How does the defect start and progress on the tile?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/crack/014.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/crack/014.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/014.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/014.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/crack/014.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/crack/015.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/crack/015.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/crack/015.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/015.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/crack/015.png,5,Defect Analysis,There is a defect in the object. How does the defect affect the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/016.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/crack/016.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/016.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/crack/016.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/crack/016.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/000.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/000.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/000.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/000.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,D,False,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/000.png,5,Defect Analysis,There is a defect in the object. How does the defect contrast with the surrounding pattern?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/001.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/001.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/001.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/001.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/001.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/002.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/002.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/002.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/002.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/002.png,5,Defect Analysis,"There is a defect in the object. Suggesting the possible cause of the defect, what seems likely?",A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/003.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/003.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/003.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/003.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/003.png,5,Defect Analysis,There is a defect in the object. How does the defect stand out from the rest of the tile's surface?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/004.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/004.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/004.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,C,False,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/004.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/004.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the object?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/005.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/005.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/005.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/005.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/005.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/006.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/006.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/006.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/006.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/006.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/007.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/007.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/007.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/007.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/007.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/008.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/008.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/008.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/008.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/008.png,5,Defect Analysis,There is a defect in the object. What does the appearance of the defect suggest?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/009.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/009.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/009.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/009.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/009.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect on the tile’s appearance?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/010.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/010.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/010.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/010.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/010.png,5,Defect Analysis,There is a defect in the object. How does the defect affect the tile?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/011.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/011.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/011.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/011.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/011.png,5,Defect Analysis,There is a defect in the object. How does the defect stand out from the normal pattern?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/012.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/012.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/012.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,C,False,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/012.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/012.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/013.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/013.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/013.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/013.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/013.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect on the tile?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/014.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/014.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/014.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/014.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/014.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/015.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/015.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/015.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/015.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,C,False,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/015.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect on the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/016.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/016.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/016.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,D,False,Answer: D.
MVTec-AD,MVTec-AD/tile/test/glue_strip/016.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/016.png,5,Defect Analysis,There is a defect in the object. How does the defect’s appearance differ from the surrounding material?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/017.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/017.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/glue_strip/017.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/glue_strip/017.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/glue_strip/017.png,5,Defect Analysis,There is a defect in the object. What could be the effect of this defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/000.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/000.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/000.png,3,Object Structure,What is the color scheme of the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/000.png,4,Object Details,How would you describe the pattern on the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/000.png,5,Object Analysis,What is the texture of the surface?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/001.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/001.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/001.png,3,Object Structure,What is the color scheme of the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/001.png,4,Object Details,How would you describe the pattern on the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/001.png,5,Object Analysis,What is the texture of the surface?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/002.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/002.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/002.png,3,Object Structure,What is the color scheme of the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/002.png,4,Object Details,How would you describe the pattern on the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/002.png,5,Object Analysis,What is the texture of the surface?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/003.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/003.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/003.png,3,Object Structure,What is the color scheme of the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/003.png,4,Object Details,How would you describe the pattern on the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/003.png,5,Object Analysis,What is the texture of the surface?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/004.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/004.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/004.png,3,Object Structure,What is the color scheme of the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/004.png,4,Object Details,How would you describe the pattern on the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/004.png,5,Object Analysis,What is the texture of the surface?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/005.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/005.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/005.png,3,Object Structure,What is the color scheme of the tile?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/005.png,4,Object Details,How would you describe the pattern on the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/005.png,5,Object Analysis,What is the texture of the surface?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/006.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/006.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/006.png,3,Object Structure,What is the primary color scheme of the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/006.png,4,Object Details,What is the appearance of the tile's pattern?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/006.png,5,Object Analysis,How do the flecks on the tile's surface appear?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/007.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/007.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/007.png,3,Object Structure,What is the color scheme of the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/007.png,4,Object Details,How would you describe the pattern on the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/007.png,5,Object Analysis,What is the texture of the surface?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/008.png,1,Anomaly Detection,Is there any defect in the object?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/008.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/008.png,3,Object Structure,How is the pattern on the tile described?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/008.png,4,Object Details,What is the color scheme of the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/008.png,5,Object Analysis,What effect do the minor variations in speckle concentration and small irregularities have?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/009.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/009.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/009.png,3,Object Structure,What is the overall pattern of the surface depicted in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/009.png,4,Object Details,What is the texture of the surface like?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/009.png,5,Object Analysis,How are the speckles distributed on the surface?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/010.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/010.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/010.png,3,Object Structure,How is the pattern on the tile described?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/010.png,4,Object Details,What is the color scheme of the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/010.png,5,Object Analysis,What effect do the minor variations in speckle concentration and small irregularities have?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/011.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/011.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/011.png,3,Object Structure,How is the pattern on the tile described?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/011.png,4,Object Details,What is the color scheme of the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/011.png,5,Object Analysis,What effect do the minor variations in speckle concentration and small irregularities have?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/012.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/012.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/012.png,3,Object Structure,Where is the pattern located?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/012.png,4,Object Details,What is the appearance of the pattern?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/012.png,5,Object Analysis,What is the effect of the pattern's characteristics on the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/013.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/013.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/013.png,3,Object Structure,Where is the object likely to be located?,B,C,False,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/013.png,4,Object Details,What is the appearance of the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/013.png,5,Object Analysis,What is the effect of the pattern on the object?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/014.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/014.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/014.png,3,Object Structure,Where is the object typically used?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/014.png,4,Object Details,What is the appearance of the object?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/014.png,5,Object Analysis,What effect do the variations in the object’s pattern have?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/015.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/015.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/015.png,3,Object Structure,What is the color scheme of the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/015.png,4,Object Details,How would you describe the pattern on the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/015.png,5,Object Analysis,What is the texture of the surface?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/016.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/016.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/016.png,3,Object Structure,What is the color scheme of the tile?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/016.png,4,Object Details,How would you describe the pattern on the tile?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/016.png,5,Object Analysis,What is the texture of the surface?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/017.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
MVTec-AD,MVTec-AD/tile/test/good/017.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/017.png,3,Object Structure,What is the primary color scheme of the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/017.png,4,Object Details,What is the appearance of the tile's pattern?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/017.png,5,Object Analysis,How do the flecks on the tile's surface appear?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/018.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/018.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/018.png,3,Object Structure,Where is the object typically used?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/018.png,4,Object Details,What is the appearance of the object?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/018.png,5,Object Analysis,What effect do the variations in the object’s pattern have?,D,D,True,Answer: D.
